type,client,tx,amount
dispute,20,2103
deposit,7,2220,48.2933
withdrawal,12,2221,397.3223
deposit,7,2222,413.2748
deposit,3,2223,18.3329
dispute,10,10
deposit,1,2225,44.7057
deposit,3,2226,21.8206
resolve,6,610
deposit,3,2228,41.8682
deposit,10,2229,317.7460
dispute,7,1881
deposit,5,2231,47.1423
deposit,2,2232,40.0444
deposit,3,2233,23.8295
deposit,8,2234,431.5839
deposit,2,2235,5.4279
deposit,20,2236,51.1818
deposit,8,2237,10.7283
deposit,18,2238,515.2246
resolve,18,633
deposit,19,2240,312.4937
deposit,6,2241,594.5306
deposit,9,2242,312.2948
dispute,8,732
deposit,3,2244,29.9727
dispute,20,20
deposit,5,2246,2.7609
deposit,4,2247,28.9642
deposit,18,2248,202.6216
deposit,1,2249,4.3484
deposit,8,2250,197.7674
withdrawal,17,2251,158.8595
deposit,5,2252,7.9812
withdrawal,11,2253,17.9761
deposit,5,2254,35.6095
deposit,6,2255,342.8324
deposit,9,2256,359.3668
deposit,5,2257,42.8677
deposit,2,2258,11.4060
withdrawal,9,2259,279.0118
withdrawal,12,2260,11.9682
withdrawal,19,2261,108.8339
deposit,16,2262,304.5608
withdrawal,18,2263,157.2418
deposit,4,2264,29.9645
deposit,17,2265,356.0554
dispute,20,285
dispute,19,839
deposit,4,2268,21.6074
deposit,1,2269,21.2414
dispute,19,1962
withdrawal,17,2271,35.1216
deposit,2,2272,15.8540
deposit,7,2273,398.4521
resolve,15,1521
deposit,8,2275,81.2385
deposit,9,2276,530.7661
deposit,4,2277,28.5019
dispute,17,734
deposit,2,2279,47.1015
withdrawal,19,2280,158.5584
deposit,8,2281,573.1915
deposit,10,2282,210.6933
deposit,3,2283,29.4249
deposit,16,2284,56.8655
deposit,18,2285,115.3312
deposit,15,2286,508.1992
withdrawal,11,2287,96.2618
deposit,2,2288,33.6962
deposit,1,2289,37.7743
deposit,4,2290,2.7579
resolve,8,732
deposit,19,2292,256.3424
withdrawal,7,2293,116.0261
withdrawal,16,2294,385.2946
deposit,8,2295,487.3967
resolve,15,876
resolve,11,1981
resolve,11,687
deposit,16,2299,290.5159
withdrawal,12,2300,78.3169
dispute,19,1450
deposit,4,2302,38.1436
deposit,1,2303,44.8265
deposit,20,2304,501.0140
dispute,17,114
resolve,7,1881
deposit,11,2307,58.2168
deposit,14,2308,183.8009
withdrawal,8,2309,96.2395
deposit,1,2310,40.3429
withdrawal,14,2311,329.0951
deposit,1,2312,25.5560
deposit,3,2313,39.3272
deposit,2,2314,12.5404
withdrawal,17,2315,361.2307
withdrawal,14,2316,46.1994
withdrawal,16,2317,226.5032
deposit,8,2318,470.7760
deposit,16,2319,236.8300
dispute,18,234
deposit,4,2321,19.0124
deposit,14,2322,123.6722
withdrawal,14,2323,188.7471
resolve,6,380
dispute,11,1743
deposit,4,2326,1.2545
deposit,19,2327,474.9231
deposit,18,2328,430.6202
deposit,4,2329,42.5356
withdrawal,7,2330,282.2014
deposit,13,2331,136.1850
deposit,10,2332,186.7044
deposit,5,2333,32.6418
withdrawal,11,2334,59.2073
dispute,6,2055
withdrawal,6,2336,280.9214
deposit,13,2337,506.4751
deposit,8,2338,141.4123
dispute,17,22
deposit,13,2340,458.1891
deposit,17,2341,234.5395
deposit,4,2342,37.9355
deposit,18,2343,58.1291
deposit,6,2344,548.6944
dispute,12,1484
deposit,7,2346,593.1382
deposit,4,2347,16.3285
withdrawal,19,2348,55.0948
deposit,8,2349,394.8773
dispute,16,38
deposit,7,2351,460.7605
deposit,18,2352,36.7228
dispute,16,809
withdrawal,17,2354,326.0434
deposit,6,2355,119.0974
deposit,4,2356,30.1522
dispute,12,228
deposit,18,2358,586.3966
deposit,2,2359,6.2005
deposit,3,2360,3.4645
deposit,15,2361,544.9770
deposit,4,2362,31.9572
deposit,17,2363,393.3290
deposit,10,2364,276.8853
deposit,1,2365,35.1522
resolve,8,1356
withdrawal,17,2367,367.8505
withdrawal,14,2368,363.0918
withdrawal,10,2369,106.0351
dispute,12,1661
dispute,8,964
deposit,10,2372,555.0033
dispute,19,1757
dispute,14,1550
withdrawal,14,2375,152.4394
resolve,6,2055
deposit,18,2377,317.4874
deposit,11,2378,456.8026
deposit,3,2379,49.4961
deposit,7,2380,12.4629
deposit,18,2381,593.3625
deposit,14,2382,86.5469
deposit,4,2383,46.1489
withdrawal,10,2384,162.8091
resolve,20,285
resolve,17,937
resolve,11,391
deposit,2,2388,40.6820
resolve,9,1278
deposit,3,2390,38.8850
deposit,8,2391,575.2727
deposit,1,2392,12.7955
dispute,12,118
resolve,19,1757
deposit,4,2395,5.9081
dispute,6,1335
dispute,8,350
deposit,1,2398,28.6562
dispute,18,2328
resolve,13,568
deposit,17,2401,164.2587
resolve,8,964
deposit,8,2403,133.3192
resolve,17,22
deposit,3,2405,46.0334
withdrawal,12,2406,226.7965
deposit,11,2407,511.0065
deposit,3,2408,11.5671
dispute,20,2175
deposit,15,2410,426.9980
dispute,10,2332
deposit,4,2412,26.9690
deposit,1,2413,12.5492
deposit,15,2414,229.4523
withdrawal,13,2415,66.8952
resolve,18,238
deposit,5,2417,20.6367
deposit,11,2418,88.2642
deposit,6,2419,217.1112
deposit,20,2420,473.8351
resolve,15,2135
deposit,1,2422,15.6399
deposit,3,2423,7.3817
deposit,4,2424,3.9442
deposit,17,2425,299.2858
deposit,2,2426,14.2815
dispute,16,2262
resolve,13,1243
deposit,5,2429,8.2774
withdrawal,11,2430,129.2684
deposit,5,2431,34.3326
withdrawal,6,2432,203.9553
deposit,2,2433,40.1564
deposit,3,2434,30.9180
deposit,12,2435,147.1502
deposit,14,2436,13.1039
withdrawal,20,2437,247.1657
deposit,9,2438,548.1538
deposit,18,2439,18.6614
dispute,12,1334
resolve,18,234
resolve,14,1550
withdrawal,16,2443,226.1339
deposit,8,2444,94.6324
dispute,6,1283
deposit,2,2446,43.1065
dispute,15,208
deposit,11,2448,384.0643
withdrawal,19,2449,150.9033
deposit,14,2450,108.4624
deposit,6,2451,480.6461
withdrawal,19,2452,227.0713
resolve,18,2328
deposit,4,2454,44.4014
dispute,15,518
deposit,3,2456,8.7015
deposit,10,2457,482.4406
deposit,4,2458,15.2840
dispute,7,1953
resolve,7,1627
resolve,11,1743
withdrawal,19,2462,170.1234
withdrawal,8,2463,82.0151
withdrawal,8,2464,69.2579
resolve,12,1484
deposit,5,2466,17.6331
deposit,2,2467,23.0083
deposit,16,2468,458.0203
withdrawal,8,2469,355.6439
resolve,11,1203
withdrawal,8,2471,92.3117
deposit,5,2472,37.4620
deposit,11,2473,235.6314
deposit,16,2474,31.7072
deposit,18,2475,398.8401
deposit,12,2476,413.9177
deposit,9,2477,349.6853
deposit,4,2478,6.7149
deposit,13,2479,182.5210
deposit,3,2480,22.8414
deposit,6,2481,282.5222
withdrawal,19,2482,382.4931
withdrawal,11,2483,33.7085
withdrawal,12,2484,205.9172
deposit,8,2485,499.1200
deposit,17,2486,532.1927
dispute,20,285
dispute,20,2069
withdrawal,20,2489,152.2193
dispute,9,1451
deposit,2,2491,10.4916
deposit,1,2492,17.6288
resolve,20,2103
resolve,15,208
dispute,17,929
deposit,10,2496,51.7680
deposit,13,2497,196.5373
dispute,18,1999
deposit,2,2499,48.1721
deposit,11,2500,528.3673
withdrawal,18,2501,117.2217
withdrawal,16,2502,308.6410
dispute,10,565
resolve,18,1999
deposit,4,2505,1.6709
withdrawal,12,2506,321.8981
deposit,5,2507,11.8978
deposit,2,2508,10.8206
deposit,3,2509,26.8244
dispute,19,1048
dispute,18,927
deposit,8,2512,496.1861
resolve,8,350
deposit,5,2514,5.0699
deposit,7,2515,391.3495
deposit,7,2516,403.7565
resolve,9,1451
deposit,15,2518,288.5752
dispute,16,2000
resolve,10,565
withdrawal,16,2521,203.5573
dispute,9,2083
withdrawal,6,2523,225.0903
dispute,18,266
deposit,20,2525,232.3329
deposit,13,2526,537.2552
resolve,11,1599
resolve,15,518
withdrawal,14,2529,155.4548
deposit,12,2530,329.8243
withdrawal,12,2531,159.9553
deposit,4,2532,1.9245
deposit,4,2533,21.1664
resolve,6,1335
resolve,18,266
deposit,4,2536,24.5590
resolve,7,1953
withdrawal,7,2538,387.0113
resolve,17,114
resolve,19,1048
withdrawal,18,2541,6.3105
dispute,13,1768
deposit,1,2543,32.3646
resolve,10,220
deposit,1,2545,31.2771
withdrawal,19,2546,345.1000
deposit,6,2547,359.1915
resolve,19,1962
deposit,16,2549,122.8440
dispute,8,469
deposit,4,2551,25.2554
dispute,19,963
deposit,13,2553,484.2986
dispute,11,2188
deposit,18,2555,476.8040
deposit,8,2556,409.5910
dispute,7,1804
deposit,3,2558,9.7963
deposit,7,2559,587.7133
resolve,19,839
withdrawal,16,2561,354.9428
withdrawal,20,2562,323.9878
deposit,1,2563,23.2689
deposit,20,2564,466.5127
resolve,10,1595
withdrawal,12,2566,245.2736
deposit,15,2567,599.9432
withdrawal,9,2568,269.2732
deposit,6,2569,590.6178
dispute,7,223
deposit,7,2571,465.0099
dispute,10,1595
withdrawal,19,2573,222.5770
deposit,18,2574,54.6309
deposit,5,2575,23.3940
resolve,7,1804
dispute,12,247
deposit,17,2578,539.5319
deposit,5,2579,29.0670
deposit,13,2580,408.1625
deposit,7,2581,98.4908
dispute,13,855
deposit,8,2583,127.1357
deposit,1,2584,39.6207
deposit,9,2585,60.3879
deposit,5,2586,20.7844
resolve,11,311
withdrawal,18,2588,218.5477
resolve,10,1380
dispute,6,889
deposit,8,2591,316.5343
withdrawal,16,2592,242.2141
deposit,6,2593,466.8490
dispute,6,1263
withdrawal,10,2595,246.3905
deposit,20,2596,568.7119
resolve,18,927
deposit,5,2598,1.8663
withdrawal,14,2599,191.3679
deposit,1,2600,33.2883
dispute,11,111
deposit,5,2602,12.6055
deposit,3,2603,15.3258
dispute,7,1953
deposit,1,2605,13.5313
deposit,11,2606,142.7899
deposit,16,2607,187.2378
deposit,11,2608,121.4256
deposit,18,2609,467.6154
deposit,4,2610,49.5972
deposit,5,2611,25.9696
deposit,17,2612,558.9875
deposit,8,2613,367.2899
resolve,9,2083
deposit,8,2615,462.2965
withdrawal,9,2616,130.0974
dispute,11,1731
withdrawal,12,2618,222.2334
resolve,13,855
withdrawal,14,2620,110.8102
dispute,10,727
deposit,16,2622,356.1984
deposit,8,2623,438.7398
deposit,20,2624,572.5705
dispute,6,2090
deposit,4,2626,6.2635
deposit,4,2627,32.3879
deposit,11,2628,342.3555
withdrawal,15,2629,136.8908
resolve,20,20
dispute,8,2318
deposit,5,2632,20.3234
deposit,5,2633,15.5197
deposit,17,2634,444.5749
deposit,14,2635,156.4351
withdrawal,13,2636,226.9952
deposit,1,2637,47.7187
deposit,15,2638,308.0838
deposit,5,2639,31.4875
deposit,14,2640,454.9305
deposit,13,2641,231.5465
withdrawal,18,2642,125.2398
withdrawal,15,2643,371.0107
withdrawal,10,2644,218.5187
deposit,3,2645,49.4224
deposit,1,2646,5.8271
deposit,14,2647,594.7554
resolve,10,717
deposit,3,2649,34.3925
deposit,19,2650,547.6014
deposit,12,2651,496.2075
withdrawal,7,2652,399.0017
deposit,18,2653,463.7257
withdrawal,19,2654,362.3690
deposit,14,2655,143.1024
deposit,4,2656,18.0547
dispute,17,613
deposit,4,2658,47.8737
deposit,1,2659,42.8199
dispute,18,466
resolve,19,963
dispute,15,2638
dispute,13,2337
deposit,3,2664,6.8256
resolve,7,1953
deposit,18,2666,530.1497
deposit,11,2667,325.2334
deposit,4,2668,2.0641
deposit,3,2669,41.2479
withdrawal,14,2670,378.6839
dispute,20,2420
dispute,20,2103
deposit,4,2673,20.9509
deposit,8,2674,133.7858
deposit,3,2675,38.2779
deposit,12,2676,167.7468
deposit,3,2677,45.1805
resolve,17,734
deposit,9,2679,338.0284
dispute,7,2516
withdrawal,15,2681,398.9555
withdrawal,18,2682,316.5614
deposit,1,2683,44.3139
deposit,3,2684,6.1620
deposit,9,2685,11.9263
deposit,4,2686,43.3106
dispute,16,1756
deposit,4,2688,43.7703
deposit,6,2689,202.7612
deposit,3,2690,44.5112
deposit,11,2691,89.2902
resolve,8,2318
deposit,1,2693,8.8893
deposit,4,2694,34.7532
withdrawal,7,2695,312.0932
deposit,10,2696,267.1897
deposit,4,2697,12.8869
dispute,16,319
deposit,12,2699,542.1708
deposit,9,2700,577.8560
withdrawal,10,2701,304.2431
deposit,1,2702,30.9607
withdrawal,14,2703,88.5110
dispute,8,350
resolve,8,350
deposit,5,2706,19.0314
deposit,2,2707,40.2615
deposit,2,2708,49.4615
dispute,7,76
deposit,2,2710,33.7489
resolve,19,1450
withdrawal,18,2712,390.1786
withdrawal,17,2713,221.1009
deposit,11,2714,322.6736
deposit,3,2715,8.5511
dispute,8,1729
deposit,14,2717,45.2638
withdrawal,8,2718,122.8594
deposit,12,2719,338.8611
resolve,12,118
deposit,19,2721,229.4054
dispute,10,630
resolve,8,469
resolve,10,2332
deposit,20,2725,597.2300
deposit,15,2726,496.0648
deposit,20,2727,106.5308
deposit,12,2728,24.7460
deposit,14,2729,264.4215
deposit,3,2730,4.4228
deposit,6,2731,386.6292
deposit,1,2732,37.2838
resolve,20,2103
dispute,10,512
deposit,13,2735,484.7439
deposit,2,2736,30.8109
deposit,7,2737,506.9026
dispute,11,1421
withdrawal,12,2739,324.5996
resolve,11,1421
dispute,8,1331
dispute,12,1795
dispute,14,1619
deposit,16,2744,421.9474
deposit,19,2745,33.0963
deposit,17,2746,208.5039
deposit,4,2747,37.6292
resolve,16,319
deposit,4,2749,34.6221
withdrawal,17,2750,366.8512
withdrawal,12,2751,212.3545
deposit,5,2752,26.0764
deposit,4,2753,23.4136
resolve,6,2090
resolve,7,76
deposit,19,2756,150.4440
deposit,16,2757,84.9278
withdrawal,7,2758,300.9573
deposit,20,2759,374.9354
deposit,17,2760,559.9433
deposit,4,2761,21.3547
dispute,7,2515
deposit,5,2763,46.9676
deposit,10,2764,255.1718
deposit,4,2765,5.4641
deposit,3,2766,3.0918
deposit,11,2767,409.9395
deposit,19,2768,33.7739
resolve,20,285
deposit,4,2770,43.3141
resolve,13,1768
resolve,20,425
deposit,5,2773,43.5770
deposit,11,2774,561.5858
withdrawal,20,2775,56.9400
deposit,2,2776,40.2957
deposit,11,2777,123.1470
deposit,19,2778,380.2429
withdrawal,6,2779,62.0976
resolve,11,111
dispute,10,1994
withdrawal,6,2782,196.6670
deposit,19,2783,515.7544
deposit,15,2784,405.9510
resolve,8,1729
deposit,2,2786,37.8019
resolve,12,247
deposit,11,2788,75.3599
withdrawal,19,2789,242.5162
resolve,19,1867
deposit,3,2791,42.8685
deposit,4,2792,28.6669
withdrawal,11,2793,386.0837
deposit,13,2794,20.6712
deposit,2,2795,39.5100
deposit,1,2796,20.3069
resolve,13,2337
deposit,17,2798,84.3940
deposit,20,2799,208.0282
withdrawal,19,2800,218.5772
resolve,12,228
deposit,2,2802,35.8261
withdrawal,12,2803,259.7357
deposit,1,2804,24.0999
deposit,16,2805,105.7251
withdrawal,8,2806,278.6143
deposit,9,2807,500.2149
deposit,5,2808,16.5925
resolve,9,1398
deposit,8,2810,367.1641
deposit,2,2811,11.7433
withdrawal,17,2812,84.6504
resolve,14,1619
deposit,5,2814,34.3923
dispute,14,2101
deposit,20,2816,36.1516
deposit,3,2817,23.9365
deposit,18,2818,426.0377
deposit,2,2819,46.7474
resolve,16,2000
deposit,4,2821,41.4552
resolve,11,2188
resolve,20,297
deposit,16,2824,301.8875
resolve,18,466
deposit,20,2826,286.5044
deposit,5,2827,20.2200
deposit,2,2828,14.1122
deposit,4,2829,33.6119
deposit,19,2830,341.2691
resolve,7,2516
withdrawal,18,2832,37.4021
resolve,7,2515
withdrawal,16,2834,309.0595
withdrawal,9,2835,261.1704
deposit,18,2836,361.4758
deposit,20,2837,368.9246
resolve,16,38
withdrawal,13,2839,263.3778
deposit,2,2840,17.2296
deposit,4,2841,12.2132
resolve,16,809
deposit,1,2843,25.0390
withdrawal,17,2844,43.6974
dispute,18,2574
dispute,17,722
deposit,2,2847,9.0536
dispute,6,2355
dispute,10,251
deposit,19,2850,481.1630
withdrawal,12,2851,391.8302
dispute,20,1860
withdrawal,10,2853,320.9885
deposit,2,2854,27.7769
dispute,8,288
deposit,2,2856,11.5708
resolve,6,2355
dispute,14,976
dispute,19,402
resolve,20,2420
deposit,8,2861,172.6528
withdrawal,14,2862,90.0155
deposit,10,2863,128.3752
deposit,2,2864,26.6396
deposit,2,2865,44.2601
deposit,13,2866,438.6416
resolve,7,223
resolve,17,929
deposit,1,2869,2.4566
withdrawal,15,2870,375.3367
deposit,4,2871,17.3426
resolve,10,512
deposit,17,2873,10.9733
deposit,4,2874,8.1536
deposit,10,2875,150.0786
deposit,16,2876,540.7145
dispute,13,358
resolve,19,402
dispute,9,1497
resolve,12,1334
deposit,2,2881,13.8157
deposit,11,2882,78.2421
deposit,3,2883,4.4837
resolve,8,1331
deposit,14,2885,328.8546
resolve,13,358
dispute,7,1018
resolve,10,727
deposit,8,2889,498.0645
deposit,5,2890,17.2267
resolve,7,1018
deposit,5,2892,30.9437
resolve,20,1899
resolve,10,10
deposit,9,2895,497.8001
deposit,1,2896,46.1115
withdrawal,7,2897,279.7917
deposit,7,2898,402.7922
deposit,3,2899,37.7087
withdrawal,7,2900,72.9458
resolve,14,976
deposit,13,2902,272.0431
deposit,5,2903,1.4041
resolve,18,2574
deposit,14,2905,246.4719
dispute,14,2436
deposit,20,2907,440.8854
deposit,2,2908,33.9031
deposit,5,2909,12.1352
withdrawal,16,2910,85.5017
deposit,14,2911,513.5795
withdrawal,13,2912,329.8342
dispute,18,1522
deposit,3,2914,18.1760
deposit,19,2915,145.9604
deposit,13,2916,367.4001
deposit,18,2917,123.5921
deposit,1,2918,45.8809
withdrawal,11,2919,257.9297
deposit,5,2920,23.7018
resolve,6,1283
withdrawal,18,2922,313.2631
deposit,15,2923,457.3672
dispute,20,2837
deposit,5,2925,43.1191
withdrawal,19,2926,65.3657
dispute,14,2308
deposit,7,2928,329.9117
deposit,3,2929,20.9239
deposit,7,2930,376.0323
deposit,2,2931,14.7639
resolve,18,1522
deposit,4,2933,40.0774
deposit,5,2934,44.2413
resolve,9,1497
deposit,4,2936,36.8066
dispute,12,590
withdrawal,9,2938,375.5979
resolve,12,590
deposit,3,2940,49.0485
resolve,16,2262
deposit,1,2942,48.1531
deposit,6,2943,574.5922
withdrawal,13,2944,221.2676
dispute,15,2726
deposit,17,2946,568.7838
deposit,4,2947,14.2705
resolve,16,1756
deposit,5,2949,6.2044
deposit,12,2950,497.9536
deposit,1,2951,47.6589
withdrawal,8,2952,29.0350
dispute,8,371
resolve,11,1731
deposit,4,2955,28.9770
deposit,17,2956,335.1606
deposit,12,2957,257.1094
deposit,19,2958,477.6527
resolve,15,2726
deposit,18,2960,510.8621
withdrawal,7,2961,287.1837
deposit,3,2962,22.3425
dispute,8,1770
withdrawal,11,2964,43.4196
deposit,4,2965,12.6434
deposit,11,2966,559.4152
deposit,1,2967,9.4678
dispute,15,2131
resolve,10,630
deposit,16,2970,245.8368
deposit,13,2971,387.2624
resolve,12,1795
deposit,3,2973,13.8648
withdrawal,7,2974,363.5173
deposit,8,2975,192.1234
deposit,18,2976,568.9362
dispute,18,1522
dispute,14,2008
withdrawal,8,2979,303.2891
resolve,18,1522
resolve,10,1595
resolve,15,2131
deposit,5,2983,49.9318
resolve,14,2101
withdrawal,13,2985,333.0620
deposit,1,2986,14.0877
dispute,7,396
deposit,18,2988,379.0806
resolve,6,889
deposit,19,2990,160.2343
deposit,8,2991,407.4405
deposit,3,2992,37.5941
deposit,11,2993,199.6860
deposit,17,2994,254.3745
deposit,19,2995,106.9809
deposit,2,2996,49.0137
deposit,18,2997,231.7551
deposit,1,2998,8.5790
resolve,6,1263
deposit,13,3000,573.5297
resolve,11,1520
deposit,5,3002,16.7344
deposit,2,3003,12.7635
deposit,11,3004,254.3314
dispute,12,1823
deposit,1,3006,5.3914
deposit,3,3007,8.0525
dispute,20,2826
deposit,8,3009,451.8064
resolve,14,2436
deposit,4,3011,11.5711
deposit,17,3012,559.8784
dispute,17,2363
deposit,3,3014,2.3527
withdrawal,16,3015,240.9926
deposit,16,3016,58.4794
resolve,12,1661
deposit,16,3018,204.5495
deposit,8,3019,571.0966
dispute,7,811
deposit,19,3021,529.1714
deposit,6,3022,219.4706
deposit,5,3023,39.4118
deposit,5,3024,31.4336
deposit,4,3025,4.1893
withdrawal,8,3026,104.4352
resolve,17,613
deposit,4,3028,33.6924
deposit,8,3029,183.9370
withdrawal,9,3030,108.7808
withdrawal,17,3031,150.3135
withdrawal,16,3032,355.8284
withdrawal,11,3033,15.4963
withdrawal,9,3034,328.1235
deposit,4,3035,36.8166
deposit,3,3036,19.1403
resolve,15,2638
withdrawal,20,3038,265.3199
deposit,19,3039,56.6812
withdrawal,11,3040,174.5527
deposit,2,3041,31.9718
deposit,13,3042,366.9498
deposit,13,3043,417.8972
deposit,3,3044,7.0673
resolve,14,2308
deposit,5,3046,34.5021
withdrawal,19,3047,294.1175
deposit,10,3048,126.1354
deposit,16,3049,211.6924
deposit,2,3050,34.9197
deposit,11,3051,404.4163
deposit,3,3052,47.2941
deposit,5,3053,3.0923
dispute,20,992
dispute,16,2047
resolve,20,1860
resolve,8,288
dispute,18,2976
dispute,13,1074
deposit,13,3060,109.7824
withdrawal,17,3061,127.2928
resolve,17,2363
deposit,5,3063,28.0334
deposit,5,3064,16.2978
withdrawal,15,3065,37.2165
deposit,5,3066,5.2171
dispute,15,917
deposit,4,3068,13.6649
dispute,12,1661
deposit,9,3070,457.5548
withdrawal,8,3071,219.2311
deposit,4,3072,26.0482
deposit,1,3073,48.2887
deposit,1,3074,30.7741
resolve,7,396
withdrawal,10,3076,174.0061
deposit,3,3077,34.4740
deposit,1,3078,23.5387
deposit,8,3079,504.1826
resolve,14,2008
deposit,2,3081,21.6075
resolve,7,811
resolve,12,1661
deposit,5,3084,27.4569
withdrawal,18,3085,206.1241
deposit,13,3086,353.8643
deposit,13,3087,440.7181
deposit,11,3088,484.8129
withdrawal,18,3089,340.0671
deposit,3,3090,29.5211
deposit,3,3091,29.9057
deposit,12,3092,318.6514
withdrawal,19,3093,147.6701
deposit,17,3094,386.7375
dispute,6,1335
dispute,9,1925
deposit,13,3097,45.2966
deposit,2,3098,26.6649
deposit,19,3099,269.5384
resolve,6,1335
deposit,9,3101,383.2794
deposit,4,3102,39.6437
deposit,3,3103,12.5792
withdrawal,11,3104,239.1117
dispute,18,1560
withdrawal,20,3106,345.3430
deposit,4,3107,27.2401
deposit,15,3108,391.6088
withdrawal,8,3109,292.4659
deposit,4,3110,36.3140
withdrawal,10,3111,211.7009
resolve,17,722
withdrawal,12,3113,162.8936
deposit,17,3114,280.7615
deposit,4,3115,36.4458
deposit,12,3116,433.7249
withdrawal,18,3117,347.1534
deposit,20,3118,436.5254
deposit,17,3119,467.9526
deposit,4,3120,22.6787
dispute,9,178
dispute,13,962
deposit,7,3123,93.8678
deposit,2,3124,30.6200
deposit,5,3125,14.2360
withdrawal,16,3126,248.1473
deposit,4,3127,10.5076
withdrawal,16,3128,5.1103
deposit,12,3129,15.8911
deposit,5,3130,9.6906
deposit,4,3131,34.7536
deposit,2,3132,40.1639
deposit,2,3133,42.4698
deposit,6,3134,32.7695
deposit,14,3135,162.9288
deposit,19,3136,510.5366
deposit,7,3137,89.1695
deposit,6,3138,160.8113
withdrawal,14,3139,277.8749
deposit,13,3140,34.6488
deposit,1,3141,32.3618
deposit,10,3142,371.3035
deposit,2,3143,47.6407
deposit,4,3144,1.7117
dispute,9,1451
deposit,16,3146,598.0935
dispute,15,1986
deposit,4,3148,17.6746
deposit,5,3149,22.6021
deposit,5,3150,36.3286
deposit,5,3151,17.1638
deposit,18,3152,396.1723
deposit,18,3153,544.7613
deposit,2,3154,28.5142
resolve,20,2826
deposit,18,3156,191.7471
deposit,11,3157,373.4057
deposit,5,3158,30.0126
deposit,5,3159,18.1892
deposit,20,3160,328.3835
resolve,13,1074
deposit,7,3162,138.3828
dispute,18,2609
deposit,19,3164,236.5441
deposit,3,3165,18.3714
deposit,2,3166,12.0726
resolve,12,1823
deposit,4,3168,24.3346
deposit,2,3169,35.9075
deposit,1,3170,12.4700
deposit,14,3171,333.5146
deposit,19,3172,561.0468
deposit,15,3173,34.7374
dispute,12,3129
deposit,17,3175,407.6284
withdrawal,19,3176,127.8489
deposit,14,3177,131.4038
deposit,15,3178,68.5925
dispute,16,1258
deposit,20,3180,48.0682
withdrawal,9,3181,306.3585
deposit,10,3182,565.0793
withdrawal,11,3183,92.7616
dispute,20,297
dispute,7,396
deposit,1,3186,44.4352
deposit,3,3187,49.1579
deposit,11,3188,216.5260
deposit,17,3189,173.1670
resolve,15,1986
dispute,7,1147
withdrawal,18,3192,44.1538
withdrawal,13,3193,209.5427
deposit,9,3194,396.1543
deposit,18,3195,526.7166
deposit,4,3196,45.2725
withdrawal,16,3197,130.0133
withdrawal,17,3198,385.9071
withdrawal,19,3199,320.1545
deposit,5,3200,3.0600
dispute,6,785
deposit,5,3202,4.9527
deposit,8,3203,202.0376
deposit,2,3204,5.3092
dispute,15,2286
dispute,11,48
dispute,6,2731
withdrawal,6,3208,306.7826
withdrawal,15,3209,62.0069
deposit,4,3210,18.6630
withdrawal,6,3211,157.4416
withdrawal,7,3212,125.2006
deposit,3,3213,21.5838
deposit,9,3214,287.8150
withdrawal,10,3215,20.0067
deposit,13,3216,405.2977
deposit,10,3217,330.1457
deposit,1,3218,18.5469
deposit,2,3219,9.4586
withdrawal,16,3220,244.4383
deposit,3,3221,7.3601
resolve,15,917
deposit,6,3223,110.8365
deposit,9,3224,492.7605
deposit,1,3225,32.8173
dispute,13,672
deposit,1,3227,34.3039
deposit,2,3228,22.3841
deposit,1,3229,3.1479
dispute,6,578
withdrawal,12,3231,24.7260
withdrawal,14,3232,313.7040
deposit,13,3233,527.6997
deposit,1,3234,48.0965
deposit,18,3235,64.4496
withdrawal,16,3236,249.2295
deposit,5,3237,48.7282
deposit,11,3238,226.6593
deposit,10,3239,523.4962
deposit,5,3240,8.1019
deposit,14,3241,52.8940
withdrawal,20,3242,101.1297
withdrawal,16,3243,219.3430
deposit,16,3244,124.5253
resolve,7,1147
deposit,3,3246,38.4074
deposit,11,3247,100.4314
deposit,8,3248,185.0664
dispute,7,783
resolve,10,251
deposit,4,3251,13.9382
dispute,10,1187
deposit,3,3253,35.4374
dispute,14,594
resolve,16,2047
deposit,2,3256,38.1132
deposit,1,3257,46.3274
withdrawal,14,3258,247.0306
withdrawal,19,3259,43.7772
deposit,2,3260,6.0111
deposit,7,3261,265.7674
withdrawal,7,3262,25.4413
deposit,6,3263,275.5345
deposit,11,3264,65.4349
deposit,20,3265,410.4860
deposit,7,3266,325.1084
deposit,16,3267,550.0260
withdrawal,9,3268,44.4588
deposit,5,3269,31.3924
dispute,7,7
withdrawal,11,3271,108.4261
deposit,13,3272,426.5838
resolve,8,1770
deposit,5,3274,39.3718
deposit,4,3275,25.1439
deposit,17,3276,441.1439
deposit,17,3277,213.3631
deposit,1,3278,19.6502
withdrawal,12,3279,231.8117
dispute,6,2055
deposit,4,3281,1.0428
withdrawal,17,3282,70.6555
withdrawal,11,3283,116.9313
deposit,12,3284,551.9282
deposit,15,3285,101.0764
deposit,2,3286,14.2877
withdrawal,15,3287,334.4511
deposit,10,3288,472.8414
withdrawal,9,3289,53.3509
withdrawal,11,3290,39.1401
withdrawal,17,3291,349.7899
deposit,4,3292,42.3208
resolve,20,2069
deposit,5,3294,44.8862
deposit,17,3295,91.8312
deposit,14,3296,168.0868
deposit,4,3297,44.4114
deposit,2,3298,33.7328
dispute,13,2641
withdrawal,9,3300,51.5728
deposit,19,3301,422.6434
resolve,11,48
